GO,AncestorGroup,AncestorGroupIndex,Color
GO:0070885,"cell communication,signal transduction,negative regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,negative regulation of signaling,negative regulation of response to stimulus,negative regulation of biological process,regulation of response to stimulus,regulation of biological process",840.0,138.0
GO:0070886,"cell communication,signal transduction,positive regulation of cellular process,regulation of cellular process,cellular response to stimulus,regulation of signaling,positive regulation of signaling,positive regulation of response to stimulus,positive regulation of biological process,regulation of response to stimulus,regulation of biological process",885.0,146.0
GO:0070914,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,cellular response to stimulus,response to stress,response to abiotic stimulus",3195.0,597.0
GO:0070932,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070933,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070935,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,positive regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of cellular process,regulation of cellular process,positive regulation of biological process,negative regulation of biological process,regulation of biological process,regulation of biological quality",3110.0,574.0
GO:0070936,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070973,"cellular localization,macromolecule localization",1501.0,296.0
GO:0070979,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
GO:0070986,"multicellular organism development,pattern specification process,anatomical structure development",2521.0,479.0
GO:0070989,demethylation,1644.0,340.0
GO:0071028,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of biological process,regulation of biological process",3117.0,576.0
GO:0071044,"nitrogen compound metabolic process,catabolic process,negative regulation of metabolic process,regulation of metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process,negative regulation of biological process,regulation of biological process",3117.0,576.0
GO:0071108,"nitrogen compound metabolic process,cellular metabolic process,primary metabolic process,organic substance metabolic process",3181.0,592.0
